type,epsilon,ari,ami,ch,sc
"KMeans(clusters=4, init=random)",0.1,0.28845862301813135,0.31705045169440876,1990.829376038361,0.39852748646635905
"AffinityPropagation(damping=0.5, distance_metric=euclidean)",0.1,0.032523920973856695,0.12245895216969589,340.079818139077,0.20962261499023566
"OPTICS(min_samples=4, distance_metric=euclidean)",0.1,-0.0029364621126028653,0.009983840401063728,14.050469223447923,-0.01878316424555442
"KMeans(clusters=4, init=random)",0.5,0.704094954818296,0.6798676966474402,2170.4844313357785,0.4133136093985262
"AffinityPropagation(damping=0.5, distance_metric=euclidean)",0.5,0.191908155939921,0.416913221463172,470.8517652140452,0.21326855969316907
"OPTICS(min_samples=4, distance_metric=euclidean)",0.5,0.02165292717231832,0.06601588876827005,12.464160461212234,-0.03150794096244348
"KMeans(clusters=4, init=random)",0.7,0.7481049106090913,0.7277275114878445,2184.7464451603873,0.4142546317662421
"AffinityPropagation(damping=0.5, distance_metric=euclidean)",0.7,0.2730901362212811,0.5082630702317292,930.6717169976598,0.2542104457406861
"OPTICS(min_samples=4, distance_metric=euclidean)",0.7,0.017212007231068006,0.08936556041854207,11.373892867484908,-0.11072180058957251
"KMeans(clusters=4, init=random)",1.0,0.7438915454281696,0.7326138442270638,2170.9909811730304,0.41209840001879805
"AffinityPropagation(damping=0.5, distance_metric=euclidean)",1.0,0.3102867405116347,0.5325802118931046,629.5555388682033,0.2430473980913299
"OPTICS(min_samples=4, distance_metric=euclidean)",1.0,0.03481351797101845,0.13211886344997328,12.074529247895596,-0.09715072736975428
"KMeans(clusters=4, init=random)",1.5,0.6424542449349884,0.6789531163218495,2188.116606229686,0.4202743469799282
"AffinityPropagation(damping=0.5, distance_metric=euclidean)",1.5,0.2988275044845706,0.5151328147423233,351.868381804528,0.2170480091788527
"OPTICS(min_samples=4, distance_metric=euclidean)",1.5,0.04017077124514457,0.19264772555135007,13.15131767286034,-0.11309453665060303
"KMeans(clusters=4, init=random)",2.0,0.8608696356987542,0.844619263347228,2206.171583317674,0.4108992958980221
"AffinityPropagation(damping=0.5, distance_metric=euclidean)",2.0,0.3666429434809194,0.5894746078078575,652.7216619280968,0.24526050840274088
"OPTICS(min_samples=4, distance_metric=euclidean)",2.0,0.07320376741237986,0.2544993243283836,14.34295500938406,-0.08746981369838588
"KMeans(clusters=4, init=random)",2.5,0.9154122323657405,0.8905244313365908,2191.7709044514354,0.40858886588034843
"AffinityPropagation(damping=0.5, distance_metric=euclidean)",2.5,0.37277727020160584,0.6248627578475674,984.1043076745015,0.29643999074095334
"OPTICS(min_samples=4, distance_metric=euclidean)",2.5,0.13163740967479604,0.34458186678404223,15.49311001590019,-0.023963987839059987
"KMeans(clusters=4, init=random)",3.0,0.9425042909470438,0.9171708846185334,2185.930445645941,0.40853678255255393
"AffinityPropagation(damping=0.5, distance_metric=euclidean)",3.0,0.3787807672972364,0.6054397575291299,424.709259359345,0.24256905483505475
"OPTICS(min_samples=4, distance_metric=euclidean)",3.0,0.10412126904736567,0.3324130350143884,14.587582229321985,-0.05937558304722577
"KMeans(clusters=4, init=random)",3.5,0.8728718441264813,0.865904604709173,2195.027860137366,0.40954907333268664
"AffinityPropagation(damping=0.5, distance_metric=euclidean)",3.5,0.3542901794402184,0.5987859820938813,441.3259941559637,0.24189163572479083
"OPTICS(min_samples=4, distance_metric=euclidean)",3.5,0.1647638295800969,0.4202523280284832,16.495911651618,-0.0062819983212817915
"KMeans(clusters=4, init=random)",5.0,0.9646847432832946,0.9463098946191749,2192.591289945273,0.40990231156335233
"AffinityPropagation(damping=0.5, distance_metric=euclidean)",5.0,0.375796303275218,0.6021242673419518,596.8988821269159,0.25111928035158504
"OPTICS(min_samples=4, distance_metric=euclidean)",5.0,0.2439677474174323,0.5249681200533773,15.69738937474703,0.06666778995212387
"KMeans(clusters=4, init=random)",7.0,0.9350682456075535,0.9270461450749427,2192.2354226857624,0.41125718398242983
"AffinityPropagation(damping=0.5, distance_metric=euclidean)",7.0,0.4313888975233808,0.62924183010369,423.97308292615674,0.2792389293235252
"OPTICS(min_samples=4, distance_metric=euclidean)",7.0,0.31574345083367605,0.6021210092607001,16.110583293141495,0.09656562510407526
"KMeans(clusters=4, init=random)",9.0,0.9617625734529884,0.9508446946313389,2191.3104443222733,0.4095865126411744
"AffinityPropagation(damping=0.5, distance_metric=euclidean)",9.0,0.4074663904378285,0.6416905519325616,599.4830119917822,0.29049208712382063
"OPTICS(min_samples=4, distance_metric=euclidean)",9.0,0.3467192382634542,0.6533583739985962,19.0514172510322,0.15090180018231886
